Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
3,Kallakurichi,CO_43,clay,70,36.2,dry,58,3,113,6,80.54,29.24,41,1760,18.6,21.4,185.2,272.7,165.3,251.7,60.0,65.0,19.4,34,17.5,31,16.8,32.4,17.1,32.7,5,9,5,8,ENE,NE,NNE,S,86.4,95,82,81,243,17851
3,Cuddalore,CO_43,clay,89,42.4,wet,72,3,150,7,103.29,38.65,55,2179,19.5,20.5,187.1,271.0,166.9,250.1,60.9,64.1,18.9,34,16.2,30,15.8,31.3,16.2,33.6,4,10,8,11,SW,W,NNW,WSW,72.7,79,87,84,333,22427
3,Sankarapuram,CO_43,alluvial,80,38.2,wet,63,3,134,6,92.03,34.68,49,1868,18.4,21.7,185.9,272.2,166.2,250.8,60.4,64.6,20.2,33,17.6,30,17.6,33.7,16.6,33.9,9,11,9,11,SSE,W,SW,NW,74.5,89,84,82,250,18667
4,Cuddalore,CO_43,alluvial,99,47.1,wet,76,4,153,8,94.92,39.34,56,2144,19.5,20.5,187.2,270.8,167.0,250.1,61.0,64.0,19.5,34,17.6,32,16.7,32.2,16.3,32.2,7,10,9,10,SW,W,NNW,WSW,68.2,82,86,84,341,20503
2,Sankarapuram,delux ponni,clay,69,33.1,wet,55,3,99,5,75.24,26.91,39,1597,18.2,21.8,185.9,272.1,166.2,250.8,60.3,64.7,20.4,32,17.4,28,17.8,33.8,16.4,34.8,9,12,10,12,SSE,W,SW,NW,72.7,90,84,82,223,16013
5,Sankarapuram,delux ponni,alluvial,130,65.2,dry,104,5,210,11,143.76,54.46,80,3137,18.2,21.8,185.8,272.3,166.1,251.0,60.3,64.7,19.6,32,16.6,30,17.1,33.5,15.8,33.9,9,10,9,11,SSE,W,NE,NW,75.8,87,86,84,474,32871
4,Sankarapuram,ponmani,alluvial,98,50.0,wet,83,4,164,8,109.63,43.45,60,2329,18.5,21.5,185.7,272.4,165.9,251.0,60.3,64.8,20.0,34,17.4,30,17.4,33.3,16.8,33.7,8,11,8,11,SSE,W,NNE,NW,76.6,90,85,81,396,23732
4,Panruti,delux ponni,clay,103,52.9,dry,79,4,156,9,112.56,39.86,65,2343,18.3,21.7,185.2,272.8,165.4,251.6,60.0,65.0,20.3,35,17.8,29,17.9,33.8,17.8,34.0,6,12,5,12,ENE,NE,NNE,W,81.9,96,84,79,332,23977
4,Chinnasalem,CO_43,alluvial,107,55.4,dry,85,4,163,8,117.23,42.62,64,2467,19.0,21.1,186.9,271.2,166.8,250.2,60.9,64.2,18.7,32,17.5,34,15.8,33.0,15.8,30.9,8,5,9,8,E,S,NE,SSE,67.8,84,89,87,341,26131
2,Kallakurichi,CO_43,clay,52,28.6,wet,46,2,82,4,54.67,20.95,31,1348,18.9,21.0,185.9,272.0,165.9,250.9,60.4,64.6,18.8,33,17.9,34,16.1,32.2,15.6,31.1,9,5,9,6,W,S,SE,SSE,75.0,91,84,86,227,13865
4,Kallakurichi,delux ponni,alluvial,105,52.3,wet,83,4,170,8,111.43,43.5,62,2519,18.6,21.4,185.4,272.5,165.6,251.4,60.1,64.9,19.5,34,17.3,31,16.9,32.7,16.7,32.7,6,9,6,10,W,NE,SE,W,82.2,92,84,82,331,25233
3,Sankarapuram,ponmani,clay,66,33.0,wet,51,2,103,5,68.75,28.09,38,1524,18.3,21.7,185.5,272.4,165.8,251.1,60.2,64.8,20.3,33,17.4,29,17.7,33.7,16.9,34.5,9,12,9,12,SSE,W,NE,W,76.7,92,85,81,256,16720
3,Cuddalore,CO_43,alluvial,69,34.0,wet,59,3,123,6,77.79,30.4,44,1782,19.2,20.7,186.6,271.4,166.7,250.4,60.7,64.2,19.0,33,16.5,31,16.1,31.7,16.2,33.0,5,9,8,9,SW,W,NNW,WSW,76.1,82,87,84,270,18121
4,Sankarapuram,delux ponni,clay,87,43.6,dry,67,4,139,7,101.52,39.98,55,1983,18.3,21.7,185.6,272.4,166.0,251.0,60.3,64.8,20.3,33,17.5,29,17.7,33.7,17.1,34.3,9,11,9,12,SSE,W,SW,NW,75.1,91,85,81,285,22541
2,Kallakurichi,ponmani,clay,57,29.1,wet,49,2,120,5,76.07,30.23,38,1612,18.2,21.9,185.6,272.4,166.0,251.0,60.3,64.7,18.7,31,16.0,31,15.8,33.3,15.3,33.3,8,9,9,10,SSE,W,SW,S,78.1,84,88,86,236,16250
4,Kurinjipadi,delux ponni,alluvial,88,45.3,wet,62,4,144,7,108.03,39.3,56,2136,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.7,33,18.1,35,15.9,32.5,15.6,30.6,10,4,10,6,NW,S,SE,SSE,65.0,82,88,88,324,22398
2,Kurinjipadi,CO_43,alluvial,58,26.9,wet,46,2,94,4,58.16,24.85,33,1320,19.3,20.7,186.9,271.1,166.8,250.2,60.9,64.1,19.3,34,17.3,32,16.4,32.1,16.4,32.0,6,9,8,9,NW,W,NNW,WSW,71.0,83,87,84,204,13371
3,Panruti,CO_43,alluvial,70,33.5,dry,58,3,121,5,70.87,30.79,42,1734,18.7,21.4,185.5,272.5,165.6,251.4,60.1,64.8,19.3,34,17.2,31,16.6,32.6,16.9,32.7,5,10,6,10,ENE,NE,NNE,W,80.1,91,86,82,265,16482
5,Sankarapuram,CO_43,alluvial,118,57.7,wet,94,5,191,9,128.23,50.91,72,2860,18.3,21.7,185.9,272.1,166.1,250.9,60.4,64.6,19.2,32,16.4,31,16.2,33.1,15.8,33.5,7,10,8,11,SSE,ENE,SW,NW,75.6,85,88,85,432,29273
3,Panruti,CO_43,alluvial,73,34.1,wet,59,3,118,6,77.12,31.77,43,1709,18.5,21.5,185.8,272.3,165.9,251.1,60.3,64.7,19.3,33,17.2,31,16.7,33.0,16.6,32.6,6,10,6,11,ENE,NE,SE,NNW,77.2,87,87,83,251,17156
3,Kallakurichi,CO_43,clay,80,38.6,wet,59,3,127,6,80.87,31.61,47,1803,19.1,21.0,186.1,272.2,166.1,250.9,60.3,64.6,19.0,33,16.7,31,16.4,31.7,16.1,32.6,6,8,7,8,W,WNW,NNW,S,80.3,88,85,84,256,19557
3,Cuddalore,ponmani,alluvial,58,30.8,wet,49,2,103,5,68.84,25.84,39,1493,19.0,20.9,186.4,271.7,166.5,250.5,60.7,64.3,19.1,34,16.8,31,16.5,32.0,16.4,33.0,6,9,8,10,SW,W,NNW,NW,74.7,83,87,83,249,15594
3,Kallakurichi,delux ponni,clay,83,42.4,wet,65,3,136,7,87.5,34.57,49,1987,18.9,21.2,185.5,272.5,165.6,251.5,60.1,64.9,19.1,33,16.9,31,16.5,31.8,15.9,32.6,7,7,8,7,W,WNW,SE,S,84.9,93,83,84,249,19657
3,Sankarapuram,CO_43,clay,80,39.3,dry,68,3,140,7,86.81,35.4,47,1881,18.1,21.9,185.6,272.3,166.1,250.9,60.3,64.7,19.3,31,16.2,30,16.6,33.7,15.5,34.0,9,10,9,11,E,W,SW,NNW,75.7,85,89,85,323,20057
2,Panruti,ponmani,clay,50,27.6,dry,43,2,92,5,66.42,23.99,32,1273,18.3,21.7,185.7,272.3,166.0,251.0,60.3,64.7,18.7,32,16.2,32,15.7,33.1,16.0,32.0,5,8,6,10,E,ENE,NE,NNW,76.8,85,90,85,207,13537
3,Kurinjipadi,delux ponni,clay,70,34.9,wet,57,3,106,6,94.44,26.66,51,1779,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.1,34,18.3,35,16.4,31.9,16.2,30.7,9,5,10,6,NW,S,SE,SSE,65.0,82,86,87,278,18766
4,Kurinjipadi,delux ponni,alluvial,88,45.0,wet,68,4,143,7,100.27,37.02,53,2064,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.3,34,18.2,35,16.5,32.1,16.2,30.8,9,5,10,6,NW,S,SE,SSE,65.6,83,86,86,313,22675
3,Panruti,CO_43,clay,80,45.1,wet,70,4,138,7,98.12,34.98,53,2142,18.5,21.4,185.3,272.7,165.4,251.6,60.0,64.9,19.9,34,17.6,31,17.3,33.4,17.5,32.9,6,11,5,11,ENE,NE,NNE,W,81.7,95,85,80,324,21024
3,Kurinjipadi,ponmani,clay,60,29.5,wet,46,2,96,5,66.17,24.08,36,1433,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.3,34,18.3,35,16.7,32.2,16.1,30.7,10,4,10,6,NW,S,SE,SSE,65.5,85,85,86,222,14658
5,Cuddalore,CO_43,clay,136,67.1,dry,105,5,215,11,148.18,56.8,81,3191,19.6,20.4,187.2,270.9,167.0,250.0,61.0,64.0,19.0,34,17.5,34,16.1,31.7,16.1,31.2,7,6,9,7,SW,S,NNW,WSW,67.7,82,87,86,508,34135
4,Kurinjipadi,CO_43,alluvial,94,45.9,dry,76,4,137,7,96.77,37.65,54,2343,18.9,21.1,186.7,271.3,166.7,250.2,60.7,64.3,18.8,32,17.2,34,16.1,32.5,15.6,31.5,8,6,9,8,NW,S,SE,NNW,70.6,85,88,86,330,22318
4,Kallakurichi,ponmani,alluvial,90,44.8,wet,72,4,151,7,102.59,41.8,58,2102,18.6,21.4,185.5,272.4,165.8,251.2,60.2,64.8,19.2,33,17.2,32,16.3,32.6,16.1,32.0,7,7,8,9,E,NE,SE,SSE,79.7,89,85,84,363,22955
4,Sankarapuram,ponmani,alluvial,108,54.7,wet,85,4,174,9,115.99,44.72,65,2672,18.3,21.8,185.4,272.6,165.6,251.4,60.1,64.9,19.9,33,17.2,30,17.5,33.1,16.1,33.9,9,10,9,9,SSE,WNW,SW,S,82.6,94,83,82,408,27025
4,Cuddalore,delux ponni,alluvial,95,48.1,dry,76,4,147,8,100.19,36.24,57,2148,19.3,20.7,186.9,271.1,166.8,250.2,60.8,64.1,19.3,33,17.8,33,16.6,32.2,16.1,31.6,9,6,9,7,NW,S,SE,SSE,69.3,86,85,85,338,21884
4,Chinnasalem,CO_43,alluvial,107,53.1,dry,84,4,164,9,110.9,44.16,61,2432,19.0,20.8,186.6,271.5,166.5,250.4,60.6,64.2,18.8,33,17.0,33,16.0,32.3,15.7,31.7,7,6,8,8,E,S,SE,SSE,74.7,85,87,86,395,26432
3,Chinnasalem,CO_43,clay,72,35.8,wet,61,3,131,6,82.43,32.97,47,1760,18.3,21.7,185.9,272.2,166.0,251.0,60.4,64.6,18.6,32,16.2,32,15.7,32.8,15.6,32.5,7,8,8,10,E,ENE,NE,NNW,76.9,83,89,86,257,19052
4,Panruti,CO_43,clay,97,52.1,dry,71,4,143,7,97.58,35.14,60,2332,18.3,21.7,185.2,272.8,165.3,251.7,60.0,65.0,20.0,34,17.7,30,17.6,33.6,17.6,33.5,6,12,5,12,ENE,NE,NNE,W,85.0,96,83,80,349,23489
4,Cuddalore,ponmani,alluvial,111,54.0,wet,91,4,176,8,113.17,44.45,63,2483,19.4,20.5,187.0,271.0,166.9,250.1,60.9,64.1,19.5,33,16.8,31,16.5,31.9,16.3,33.5,6,10,9,10,SW,W,NNW,WSW,71.3,82,86,84,372,25384
4,Chinnasalem,delux ponni,clay,101,53.4,wet,84,4,154,8,118.72,39.5,63,2523,18.5,21.5,185.7,272.4,165.8,251.3,60.3,64.7,19.1,33,17.5,33,16.4,32.6,16.3,31.9,7,6,8,8,ENE,S,NNE,W,77.2,91,86,84,323,25059
2,Panruti,delux ponni,clay,42,20.4,dry,30,2,60,3,40.81,16.29,23,954,18.8,21.4,185.3,272.7,165.4,251.6,60.1,65.0,19.6,35,17.9,31,17.1,32.8,17.6,32.5,4,11,5,10,ENE,NE,NNE,W,84.4,95,83,80,122,9367
3,Cuddalore,delux ponni,clay,79,39.2,wet,64,3,148,7,90.7,36.12,47,1979,19.0,21.0,186.2,271.7,166.3,250.8,60.5,64.4,18.8,34,16.4,31,15.8,32.4,16.7,32.6,4,10,6,11,ENE,W,NNE,WSW,78.0,85,88,83,289,21232
4,Cuddalore,CO_43,alluvial,90,44.5,wet,71,4,151,7,97.83,38.6,54,2187,19.5,20.5,187.1,270.9,166.9,250.1,61.0,64.0,18.8,33,16.8,33,15.7,31.7,16.0,31.5,6,7,9,8,SW,ENE,NNW,WSW,68.7,81,88,86,318,22007
4,Chinnasalem,delux ponni,clay,100,46.1,wet,81,4,154,8,105.36,41.09,61,2362,18.3,21.7,185.6,272.5,165.6,251.4,60.1,64.8,18.7,32,16.6,32,15.9,32.4,15.4,32.3,8,7,8,8,W,WNW,SE,S,82.7,89,85,86,304,22749
5,Chinnasalem,delux ponni,alluvial,129,63.1,dry,100,5,205,10,129.69,54.01,75,2928,18.5,21.5,186.5,271.7,166.5,250.5,60.5,64.4,18.5,32,16.3,33,15.5,33.1,15.5,31.8,7,7,8,10,E,ENE,NE,SSE,71.2,82,90,87,478,29634
4,Sankarapuram,delux ponni,clay,88,47.6,dry,72,4,139,7,105.37,37.85,59,2323,18.8,21.1,186.6,271.4,166.8,250.2,60.8,64.3,20.0,33,17.9,31,17.4,33.4,16.7,33.0,9,9,10,10,SSE,W,SW,NW,68.4,88,86,83,302,24354
4,Panruti,ponmani,clay,110,52.1,wet,87,4,167,8,117.72,45.17,66,2489,18.3,21.7,185.3,272.7,165.4,251.6,60.1,65.0,18.9,33,16.6,32,15.9,32.7,16.1,32.3,5,9,6,9,ENE,NE,NNE,W,84.8,93,86,83,396,26103
2,Cuddalore,CO_43,clay,51,25.0,wet,39,2,82,4,51.72,20.64,30,1241,19.3,20.8,186.7,271.4,166.7,250.4,60.7,64.3,18.9,34,16.7,31,16.1,31.6,16.4,32.8,5,9,7,9,W,W,NNW,WSW,75.4,83,87,84,189,12311
3,Cuddalore,delux ponni,clay,75,37.2,dry,59,3,119,6,81.98,30.97,44,1659,19.1,20.8,186.6,271.4,166.6,250.4,60.7,64.3,19.5,34,16.7,30,16.5,32.1,16.6,33.6,5,11,7,11,SW,W,SW,WSW,75.9,84,86,83,283,17727
4,Sankarapuram,CO_43,alluvial,91,44.4,wet,71,3,151,8,99.91,39.86,59,2222,18.1,21.9,185.6,272.5,166.0,251.0,60.2,64.8,20.3,32,17.3,28,17.8,33.8,16.0,34.7,10,11,10,12,SSE,W,SW,NW,76.3,91,83,82,355,21950
3,Cuddalore,delux ponni,clay,78,36.6,dry,58,3,119,6,77.28,32.87,44,1796,19.3,20.8,186.9,271.1,166.8,250.2,60.8,64.2,18.9,33,16.4,31,15.9,31.7,16.1,32.8,5,9,7,9,SW,W,NNW,WSW,74.4,82,88,85,269,17030
4,Chinnasalem,delux ponni,alluvial,101,46.7,wet,81,4,166,8,101.13,44.24,60,2317,18.3,21.6,185.8,272.1,166.1,250.9,60.3,64.5,18.3,32,15.9,32,15.4,32.4,15.4,32.9,6,9,8,10,E,W,NE,NNW,79.3,82,90,87,350,23039
3,Kurinjipadi,ponmani,clay,73,35.7,wet,57,3,128,6,79.59,33.95,43,1863,19.2,20.8,186.9,271.1,166.8,250.2,60.8,64.1,20.0,33,18.2,33,17.3,33.4,16.3,31.7,10,7,10,8,NW,S,SE,NW,67.1,88,85,85,285,16883
2,Panruti,ponmani,clay,63,30.6,dry,48,2,97,5,65.3,26.61,36,1428,18.9,21.2,186.0,272.0,166.1,250.9,60.4,64.5,19.5,34,17.6,32,16.8,32.8,16.9,32.4,7,9,7,10,SSE,NE,NNE,WSW,74.9,90,86,82,227,15311
4,Cuddalore,delux ponni,clay,103,52.6,dry,84,4,171,9,113.91,44.63,63,2521,18.8,21.2,186.0,272.1,166.0,250.9,60.4,64.6,19.3,34,17.1,31,16.5,32.4,16.5,32.7,6,9,7,10,NW,WNW,SW,S,77.1,87,86,83,346,25337
2,Panruti,ponmani,clay,50,25.1,wet,41,2,95,5,57.34,22.67,35,1186,18.9,21.1,186.4,271.6,166.5,250.6,60.7,64.3,19.5,34,17.8,33,16.6,33.1,16.7,31.5,8,8,8,10,NW,S,NE,SSE,70.1,88,87,83,188,12149
5,Cuddalore,delux ponni,alluvial,113,57.7,wet,92,4,178,9,126.22,45.83,69,2811,19.2,20.7,186.5,271.4,166.6,250.3,60.8,64.2,19.1,33,16.6,30,16.2,31.7,16.3,33.5,5,10,8,10,SW,W,NNW,WSW,74.0,82,87,83,378,29322
3,Cuddalore,ponmani,alluvial,69,33.1,wet,55,2,113,5,72.86,28.56,40,1531,19.3,20.6,186.9,271.1,166.8,250.2,60.9,64.1,19.7,33,16.8,30,16.8,32.3,16.4,34.0,6,11,9,11,SW,W,NNW,NW,72.1,84,85,83,246,15311
4,Chinnasalem,ponmani,clay,96,49.8,wet,83,4,173,9,108.38,43.12,53,2336,18.2,21.8,185.5,272.6,165.7,251.3,60.1,64.8,19.3,33,16.6,30,16.5,33.6,16.4,33.4,7,11,7,12,ENE,W,NE,W,77.5,89,89,82,349,24727
2,Panruti,delux ponni,alluvial,41,19.0,dry,31,2,61,3,40.25,16.02,24,941,18.6,21.5,185.5,272.5,165.6,251.4,60.2,64.9,19.5,34,17.4,30,17.2,32.9,17.1,33.0,6,11,6,11,ENE,NE,NNE,W,81.2,91,85,81,143,8750
2,Kurinjipadi,delux ponni,clay,56,26.7,dry,47,2,90,5,53.98,22.02,35,1368,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.0,34,17.6,33,16.0,31.5,16.1,31.4,7,7,9,8,SW,W,NNW,WSW,66.9,81,87,86,183,11967
4,Cuddalore,delux ponni,clay,99,52.5,wet,85,4,161,8,112.38,41.77,60,2363,18.2,21.8,185.4,272.6,165.6,251.4,60.1,64.9,18.5,33,16.2,33,15.6,33.4,16.4,32.1,4,10,5,11,E,ENE,NE,NNW,79.7,89,90,84,345,25725
4,Kurinjipadi,ponmani,clay,86,45.1,wet,71,4,143,7,93.7,37.34,52,2184,18.8,21.2,185.9,272.1,166.0,251.0,60.3,64.6,19.7,34,17.9,32,17.2,33.2,16.8,32.2,8,9,8,10,NW,S,NNE,NW,74.3,92,85,82,350,21239
3,Panruti,CO_43,clay,75,40.7,dry,61,3,112,6,85.39,28.83,45,1805,18.5,21.6,185.4,272.6,165.6,251.4,60.1,64.9,20.0,33,17.1,30,17.3,33.1,16.5,34.0,8,10,8,10,W,WNW,SE,S,82.1,94,83,82,242,17829
5,Kallakurichi,delux ponni,alluvial,122,62.2,dry,96,5,192,10,126.89,48.94,73,2908,18.6,21.4,185.3,272.7,165.4,251.6,60.0,65.0,19.3,34,17.4,31,16.8,32.4,16.7,32.6,6,9,6,9,W,WNW,SE,W,84.5,94,83,82,404,28929
2,Sankarapuram,CO_43,alluvial,63,30.9,wet,49,2,101,5,68.28,27.08,37,1479,18.4,21.7,185.8,272.2,166.1,250.9,60.3,64.6,19.9,33,17.1,30,17.3,33.3,16.3,34.0,9,10,9,11,W,S,SW,NW,75.7,89,85,83,231,15916
3,Cuddalore,CO_43,clay,65,32.4,dry,51,3,103,5,76.42,28.72,41,1583,19.5,20.5,187.1,270.9,166.9,250.1,61.0,64.1,18.7,34,16.2,31,15.7,31.3,16.2,32.8,4,9,8,10,SW,W,NNW,WSW,72.3,80,88,85,239,16975
2,Chinnasalem,delux ponni,alluvial,49,25.0,dry,39,2,92,4,58.2,22.57,33,1306,18.3,21.7,185.7,272.4,166.0,251.1,60.2,64.8,18.4,32,16.1,33,15.6,32.5,15.5,32.3,6,7,7,9,E,WNW,NE,NNW,80.4,85,88,86,161,10732
4,Sankarapuram,ponmani,alluvial,97,49.6,wet,79,4,153,8,106.61,40.08,59,2447,18.3,21.7,185.6,272.4,166.0,251.0,60.3,64.7,19.9,33,17.1,30,17.3,33.1,16.1,34.0,8,10,9,11,SSE,W,SW,NW,77.3,88,84,83,356,24232
4,Kurinjipadi,CO_43,clay,86,47.0,dry,70,4,135,8,101.89,34.53,55,2429,19.2,20.7,186.6,271.4,166.7,250.3,60.8,64.3,19.5,34,18.3,34,17.1,32.9,16.4,30.9,10,5,9,7,NW,NE,SE,SSE,68.2,90,84,86,295,24199
2,Sankarapuram,delux ponni,clay,55,26.8,wet,39,2,79,4,51.73,20.89,32,1291,18.9,21.1,186.1,272.2,166.1,250.8,60.3,64.6,19.3,33,17.0,31,16.6,32.2,16.2,33.3,7,9,8,9,W,W,SE,WSW,77.9,88,85,84,183,12375
4,Sankarapuram,ponmani,clay,93,49.2,dry,73,4,144,8,103.74,37.63,55,2222,18.7,21.1,186.4,271.6,166.5,250.4,60.6,64.3,19.7,33,17.5,31,17.2,32.9,16.2,33.2,9,8,9,8,SSE,W,SW,NW,72.7,88,84,84,366,24075
4,Chinnasalem,CO_43,clay,88,46.5,dry,68,3,139,8,97.56,33.76,52,2253,18.8,21.0,186.9,271.1,166.8,250.1,60.8,64.1,18.2,32,16.4,34,15.3,32.8,15.3,31.0,8,5,9,8,E,ENE,NE,NNW,68.1,81,91,88,291,21817
4,Cuddalore,delux ponni,clay,80,45.9,wet,66,4,154,8,99.45,39.0,52,2175,19.1,21.0,186.7,271.3,166.7,250.3,60.8,64.2,18.4,33,16.0,31,15.4,31.7,15.7,32.3,5,8,8,10,SW,W,NNW,WSW,73.0,79,89,86,237,22072
5,Chinnasalem,CO_43,clay,123,61.4,dry,97,5,191,9,133.88,50.81,74,2786,18.3,21.7,185.9,272.2,166.1,250.9,60.3,64.7,18.2,32,15.8,33,15.2,32.5,15.4,31.9,5,7,7,9,E,ENE,NE,NNW,79.0,83,91,87,417,30358
3,Sankarapuram,CO_43,alluvial,66,33.2,dry,51,3,110,5,79.15,31.86,39,1515,18.2,21.9,185.7,272.2,166.2,250.9,60.3,64.7,20.0,32,16.7,30,17.4,33.9,16.0,34.3,9,11,9,12,SSE,W,SW,NW,73.3,87,87,83,252,17029
3,Panruti,ponmani,alluvial,79,39.7,wet,63,3,114,6,82.77,31.13,50,1881,18.4,21.6,185.4,272.5,165.7,251.3,60.1,64.9,20.0,34,17.4,30,17.4,33.3,16.8,33.4,7,11,8,11,SSE,W,NNE,NW,78.3,91,85,82,300,18229
4,Chinnasalem,delux ponni,clay,85,43.5,wet,71,3,144,7,95.41,39.2,51,2151,18.6,21.3,186.3,271.7,166.4,250.6,60.5,64.4,18.7,32,16.8,33,15.9,32.5,15.5,31.8,8,6,9,8,E,S,SE,NNW,74.7,84,88,86,303,20890
5,Chinnasalem,delux ponni,alluvial,114,56.1,dry,91,5,171,8,117.95,46.25,68,2552,18.5,21.5,186.0,272.1,166.2,250.9,60.4,64.6,18.6,32,16.4,32,15.8,32.5,15.8,32.3,6,8,7,10,E,ENE,NE,NNW,78.0,84,89,85,370,27065
3,Kurinjipadi,CO_43,clay,67,35.0,wet,56,3,121,6,82.27,30.85,43,1765,18.6,21.5,185.9,272.2,166.0,251.1,60.4,64.6,19.0,34,17.0,32,16.1,33.1,16.9,32.0,5,10,6,11,ENE,NE,NNE,W,76.3,88,88,82,236,18279
2,Kurinjipadi,CO_43,alluvial,63,30.4,wet,52,2,115,5,68.75,30.91,38,1432,19.0,21.0,186.2,271.8,166.3,250.6,60.5,64.4,19.2,33,17.8,34,16.4,32.3,15.7,31.5,9,5,9,7,NW,WNW,NE,S,74.4,87,84,85,219,14997
2,Cuddalore,CO_43,clay,63,32.1,dry,51,2,92,5,67.25,24.82,36,1513,19.4,20.7,186.8,271.3,166.7,250.4,60.8,64.3,19.2,34,17.2,31,16.4,31.9,17.0,32.5,4,10,6,11,SW,NE,NNW,WSW,74.2,88,86,82,218,15108
4,Kurinjipadi,delux ponni,clay,91,47.0,wet,77,4,149,8,107.33,38.54,58,2216,18.7,21.2,185.9,272.1,166.1,250.8,60.4,64.6,20.0,33,17.8,32,17.3,33.3,16.5,32.6,9,9,9,9,SSE,WNW,SE,SSE,73.6,91,84,83,321,23001
2,Panruti,delux ponni,clay,45,21.3,wet,34,2,74,3,42.8,20.36,27,1124,18.8,21.2,185.5,272.5,165.6,251.3,60.2,64.8,19.1,34,17.1,31,16.4,32.4,17.3,32.8,4,11,6,11,ENE,NE,NNE,W,79.6,88,88,81,148,10970
4,Kurinjipadi,ponmani,alluvial,105,52.0,dry,83,4,170,8,111.83,44.38,62,2441,19.1,20.7,186.8,271.3,166.6,250.3,60.8,64.2,19.6,33,17.6,32,16.9,32.7,16.4,32.7,8,8,9,9,NW,S,SE,WSW,71.1,86,85,84,415,25595
4,Chinnasalem,ponmani,alluvial,92,46.3,wet,66,3,156,7,100.47,40.79,55,2117,18.1,21.9,185.6,272.4,166.1,250.9,60.3,64.7,18.8,31,15.8,31,15.7,33.8,15.3,33.5,9,10,9,11,E,ENE,SW,NW,75.0,84,90,87,324,23448
5,Panruti,delux ponni,clay,120,58.9,dry,98,5,190,9,125.98,49.49,73,2837,18.6,21.4,185.6,272.6,165.7,251.3,60.1,64.9,19.4,34,17.3,31,16.8,32.4,16.6,32.7,6,9,7,9,ENE,S,SE,S,82.4,91,84,82,389,27993
5,Chinnasalem,CO_43,clay,119,59.1,dry,96,4,185,10,127.14,49.74,70,2919,18.9,21.1,186.6,271.5,166.5,250.4,60.6,64.3,18.9,33,16.9,32,16.1,32.5,15.9,32.2,7,7,8,8,ENE,S,SE,NW,72.8,84,87,86,452,28288
4,Kurinjipadi,ponmani,alluvial,108,55.1,dry,84,4,173,8,112.47,42.51,66,2516,19.0,21.0,186.9,271.3,166.8,250.2,60.8,64.2,20.0,33,18.0,32,17.4,33.3,16.5,32.5,10,8,10,10,SSE,S,SW,NW,67.9,88,86,84,369,24824
2,Kurinjipadi,delux ponni,clay,47,24.9,dry,37,2,80,4,51.19,19.75,28,1057,19.4,20.5,186.9,271.0,166.8,250.2,60.9,64.1,19.3,33,18.2,35,16.6,32.5,15.8,30.8,10,4,10,6,NW,S,SE,SSE,67.5,88,84,86,158,11913
3,Kurinjipadi,delux ponni,alluvial,80,41.9,dry,65,3,133,7,86.53,32.66,48,1939,19.4,20.6,187.0,271.1,166.8,250.1,60.9,64.1,19.6,33,18.2,34,17.0,32.8,16.3,31.1,10,5,10,7,NW,S,SE,SSE,67.0,88,84,85,249,19462
2,Chinnasalem,ponmani,clay,49,27.3,dry,45,2,91,4,55.89,22.88,30,1248,18.3,21.7,185.7,272.3,165.9,251.0,60.3,64.7,18.8,33,16.4,32,15.8,32.9,15.9,32.2,6,8,7,10,E,W,NE,NNW,77.6,85,89,85,214,11814
4,Chinnasalem,delux ponni,clay,99,49.2,wet,78,4,164,8,112.27,42.87,61,2414,18.2,21.8,185.8,272.3,166.1,250.9,60.3,64.7,18.2,31,15.7,33,15.2,32.7,15.2,31.8,6,7,7,9,E,ENE,NE,NNW,78.1,82,91,87,348,24765
3,Kallakurichi,CO_43,clay,80,42.4,dry,64,3,129,7,90.05,33.07,52,2090,19.3,20.7,187.0,271.0,166.9,250.1,60.9,64.1,19.8,33,17.9,32,17.2,33.0,16.3,32.2,9,7,10,9,SSE,W,SE,NW,67.0,85,85,85,265,20019
